entity,base_mean_yes_margin,base_stem0
Twitcher,-22.625,-22.625
Commercialise,-23.25,-23.25
Turtleneck,-23.25,-23.25
Plattdeutsch,-23.0,-23.0
Garlandless,-23.625,-23.625
Beshriek,-23.0,-23.0
Reticuli,-23.0,-23.0
Nickers,-22.875,-22.875
Subedit,-23.125,-23.125
Vultur,-23.125,-23.125
Kanone,-23.25,-23.25
Rasure,-23.625,-23.625
Picudo,-23.5,-23.5
Aegean,-23.0,-23.0
Heterotopous,-23.5,-23.5
Galany,-23.5,-23.5
Unsharp,-23.25,-23.25
Excubitorium,-23.25,-23.25
Momser,-22.875,-22.875
Chrysophanic,-23.375,-23.375
Dyothelete,-23.0,-23.0
Corticotrophin,-22.875,-22.875
Intrathyroid,-23.125,-23.125
Nonaltruistic,-23.375,-23.375
Outredden,-23.25,-23.25
Missels,-23.125,-23.125
Hemiform,-22.875,-22.875
Tonguefuls,-23.25,-23.25
Frigoric,-23.0,-23.0
Depark,-23.375,-23.375
Pheasantry,-23.375,-23.375
Dietical,-23.0,-23.0
Foambow,-23.25,-23.25
Derestrict,-23.375,-23.375
Mammeys,-22.75,-22.75
Trinomial,-23.25,-23.25
Battleful,-23.25,-23.25
Ericaceae,-23.125,-23.125
Flummox,-22.625,-22.625
Ventrodorsal,-23.625,-23.625
Brazen,-22.625,-22.625
Tornal,-23.5,-23.5
Machinery,-23.125,-23.125
Qualmy,-22.875,-22.875
Fretize,-23.375,-23.375
Caballeria,-23.25,-23.25
Hemorrhoidal,-23.0,-23.0
Antarala,-22.625,-22.625
Ammodyte,-22.875,-22.875
Espinos,-23.625,-23.625
Freeholder,-23.375,-23.375
Cubatures,-23.625,-23.625
Epicedia,-23.25,-23.25
Adenyls,-23.125,-23.125
Hypomeral,-23.625,-23.625
Ourang,-23.0,-23.0
Teakwood,-23.0,-23.0
Anisopleural,-22.875,-22.875
Sabbatary,-23.0,-23.0
Officeholder,-23.25,-23.25
Flippance,-23.0,-23.0
Uninquisitive,-23.625,-23.625
Telenomus,-22.75,-22.75
Aromatical,-23.25,-23.25
Amphore,-22.875,-22.875
Litterateur,-23.0,-23.0
Horseleach,-23.375,-23.375
Sulphatize,-23.375,-23.375
Caboche,-22.5,-22.5
Dictate,-23.5,-23.5
Pretextuous,-23.625,-23.625
Canines,-21.875,-21.875
Waterbuck,-23.125,-23.125
Arnaut,-23.125,-23.125
Uracil,-23.625,-23.625
Quadrumvir,-23.0,-23.0
Rhopalium,-22.75,-22.75
Semicolumnar,-23.75,-23.75
Octodontidae,-23.5,-23.5
Intertree,-23.0,-23.0
Sporogony,-23.5,-23.5
Glycyrrhiza,-22.25,-22.25
Basanite,-23.125,-23.125
Monoaminergic,-23.0,-23.0
Dispraise,-23.375,-23.375
Budgets,-23.375,-23.375
Soteriologic,-23.25,-23.25
Endnotes,-23.375,-23.375
Spokane,-22.5,-22.5
Ambatch,-23.25,-23.25
Koumyses,-23.0,-23.0
Bignonias,-22.75,-22.75
Singapore,-23.75,-23.75
Demotic,-23.5,-23.5
Frankincense,-22.625,-22.625
Relumine,-23.125,-23.125
Uncity,-23.875,-23.875
Syssel,-23.25,-23.25
Sandworts,-23.0,-23.0
Mahajan,-23.25,-23.25
Periostoma,-23.0,-23.0
Insistent,-23.375,-23.375
Supersubtle,-23.875,-23.875
Nondensity,-23.375,-23.375
Prestidigitate,-23.0,-23.0
Pitpan,-23.125,-23.125
Thyrocarditis,-23.0,-23.0
Stunter,-23.125,-23.125
Gonyoncus,-22.875,-22.875
Polonese,-23.5,-23.5
Hellhound,-23.0,-23.0
Whoremonger,-23.75,-23.75
Wabbliest,-22.875,-22.875
Besigh,-23.25,-23.25
Italians,-23.875,-23.875
Zoopathologies,-22.875,-22.875
Finesser,-23.625,-23.625
Dinner,-23.0,-23.0
Splitfruit,-23.0,-23.0
Undutiful,-23.25,-23.25
Golgotha,-23.25,-23.25
Pastilles,-22.75,-22.75
Inframontane,-23.0,-23.0
Ligamental,-23.25,-23.25
Occasionless,-23.125,-23.125
Trailbreaker,-23.0,-23.0
Begoud,-22.875,-22.875
Scouther,-23.0,-23.0
Surfboards,-22.375,-22.375
Plastogamy,-23.0,-23.0
Parthenian,-23.125,-23.125
Trombone,-22.75,-22.75
Antitypical,-23.5,-23.5
Cryptical,-23.5,-23.5
Beworry,-22.625,-22.625
Hydroclimate,-23.0,-23.0
Europium,-22.875,-22.875
Cornerbind,-23.25,-23.25
Involutions,-23.625,-23.625
Ladybirds,-23.25,-23.25
Spangler,-23.125,-23.125
Southlander,-22.875,-22.875
Cichorium,-22.875,-22.875
Rusticator,-23.125,-23.125
Sulfionide,-23.125,-23.125
Rhizophore,-23.125,-23.125
Oversound,-23.375,-23.375
Mikania,-22.875,-22.875
Semionotidae,-23.25,-23.25
Befist,-23.375,-23.375
Turkeyback,-23.375,-23.375
Gnathobdellida,-22.875,-22.875
Validate,-22.875,-22.875
Sambuca,-23.125,-23.125
Cyclopentane,-23.0,-23.0
Alogism,-23.375,-23.375
Labordom,-23.625,-23.625
Dyophysitic,-23.375,-23.375
Poetastery,-23.25,-23.25
Agennesis,-23.375,-23.375
Nonescape,-22.75,-22.75
Fragmentalize,-23.875,-23.875
Iconographer,-23.375,-23.375
Forthbrought,-23.375,-23.375
Clasmatosis,-22.875,-22.875
Lowlier,-22.75,-22.75
Ineffulgent,-23.5,-23.5
Cockieleekie,-23.375,-23.375
Lycanthropist,-22.875,-22.875
Newlyweds,-23.5,-23.5
Archdeaconship,-23.5,-23.5
Bronchus,-22.75,-22.75
Lacinulose,-23.25,-23.25
Skitterier,-22.625,-22.625
Pittosporaceae,-22.625,-22.625
Sulides,-22.875,-22.875
Antipode,-23.75,-23.75
Incompendious,-23.125,-23.125
Acouasm,-23.625,-23.625
Trichiurid,-22.875,-22.875
Recomplete,-23.375,-23.375
Practitional,-23.125,-23.125
Epeirogenetic,-23.125,-23.125
Nonredemptible,-23.375,-23.375
Scatty,-23.0,-23.0
Piciform,-23.0,-23.0
Rhipidium,-23.375,-23.375
Kantele,-22.875,-22.875
Elevenses,-22.875,-22.875
Cartman,-22.625,-22.625
Spectrometers,-23.125,-23.125
Ultraritualism,-23.5,-23.5
Fuciphagous,-23.625,-23.625
Demobilise,-23.625,-23.625
Dorsers,-23.0,-23.0
Tocher,-23.125,-23.125
Undercurl,-23.375,-23.375
Hydatogenesis,-23.375,-23.375
Rhizomelic,-23.125,-23.125
Nonabstemious,-23.125,-23.125
Throttler,-23.25,-23.25
Peeves,-22.875,-22.875
Opopanax,-23.375,-23.375
Grundlov,-22.75,-22.75
Resultants,-23.125,-23.125
Mosesite,-23.375,-23.375
Tambours,-22.75,-22.75
Paraphrasian,-23.75,-23.75
Hydroponist,-22.875,-22.875
Blacklegs,-23.0,-23.0
Gasolines,-23.0,-23.0
Trygon,-22.75,-22.75
Epitheliolysin,-23.0,-23.0
Vinagron,-23.375,-23.375
Undirect,-23.5,-23.5
Grisons,-23.375,-23.375
Pilotages,-23.125,-23.125
Camptodrome,-23.125,-23.125
Hearses,-22.875,-22.875
Municipalize,-23.625,-23.625
Semifine,-23.125,-23.125
Leastways,-22.625,-22.625
Wettest,-23.0,-23.0
Juices,-22.875,-22.875
Meteograph,-23.125,-23.125
Paloma,-22.625,-22.625
Suffragitis,-23.0,-23.0
Aerophysics,-22.875,-22.875
Nullisomic,-23.25,-23.25
Chopin,-23.25,-23.25
Promisee,-23.0,-23.0
Amasser,-22.5,-22.5
Noncarbon,-23.25,-23.25
Jaburan,-22.875,-22.875
Abominates,-23.25,-23.25
Allochetite,-22.75,-22.75
Obturate,-23.0,-23.0
Fairway,-23.125,-23.125
Unperfect,-23.25,-23.25
Bottlemaker,-23.125,-23.125
Prostrike,-23.5,-23.5
Cyanoacetic,-22.875,-22.875
Myoxus,-23.0,-23.0
Amphitheaters,-23.5,-23.5
Hemimyaria,-23.25,-23.25
Triduan,-23.0,-23.0
Daguerreotype,-22.875,-22.875
Homotaxial,-23.625,-23.625
Ladyfern,-23.25,-23.25
Melophonic,-23.0,-23.0
Womanizer,-22.875,-22.875
Chafferers,-23.625,-23.625
Chaology,-23.5,-23.5
Unhomicidal,-23.5,-23.5
Pentapterous,-23.5,-23.5
Jezebelish,-23.125,-23.125
Molossidae,-23.25,-23.25
Dancettee,-22.625,-22.625
Benzotoluide,-23.375,-23.375
Coccygeal,-23.25,-23.25
Disaffirmance,-23.75,-23.75
Nonpassible,-23.375,-23.375
Drippiest,-22.875,-22.875
Zoochores,-22.625,-22.625
Bellevue,-23.125,-23.125
Weimaraner,-22.75,-22.75
Betrayer,-23.0,-23.0
Coccaceous,-23.625,-23.625
Subengineer,-23.625,-23.625
Unmiter,-23.625,-23.625
Feulamort,-23.0,-23.0
Echowise,-23.25,-23.25
Premix,-23.125,-23.125
Venisonlike,-23.125,-23.125
Mandan,-22.875,-22.875
Fibroblastic,-23.375,-23.375
Miotic,-23.125,-23.125
Adventitia,-23.0,-23.0
Kwartje,-23.0,-23.0
Haruspices,-23.5,-23.5
Anaclastic,-23.375,-23.375
Gnathometer,-23.0,-23.0
Stuffs,-22.375,-22.375
Cacicus,-23.0,-23.0
Abyssinian,-22.875,-22.875
Stargaze,-22.875,-22.875
Exotericism,-23.625,-23.625
Quirinalia,-23.25,-23.25
Beamlet,-22.875,-22.875
Wrainstave,-22.875,-22.875
Publicism,-24.0,-24.0
Outdances,-23.125,-23.125
Demential,-23.25,-23.25
Echinomys,-22.875,-22.875
Osphresiometry,-22.875,-22.875
Agaphite,-23.0,-23.0
Potshots,-23.25,-23.25
Tyrolese,-23.125,-23.125
Ennoic,-23.875,-23.875
Rucksacks,-23.125,-23.125
Incidentless,-22.875,-22.875
Vialful,-23.0,-23.0
Socinian,-23.125,-23.125
Cretonne,-23.0,-23.0
Uncivil,-23.5,-23.5
Ammocoetid,-22.5,-22.5
Burlesquer,-23.375,-23.375
Tucker,-22.625,-22.625
Daintrel,-23.25,-23.25
Gederathite,-22.875,-22.875
Stawsome,-22.5,-22.5
Parados,-23.375,-23.375
Parsecs,-22.5,-22.5
Lacunule,-22.875,-22.875
Coralligenous,-22.625,-22.625
Mitogenicity,-23.75,-23.75
Ecclesiastical,-22.875,-22.875
Subducts,-23.25,-23.25
Gamins,-23.125,-23.125
Antiaesthetic,-23.5,-23.5
Ensisternum,-23.375,-23.375
Barbasco,-22.875,-22.875
Raimannia,-23.125,-23.125
Aldosteronism,-23.5,-23.5
Dispunge,-23.625,-23.625
Spissatus,-22.75,-22.75
Galacaceae,-23.25,-23.25
Paroxytonic,-23.375,-23.375
Cupules,-23.125,-23.125
Endoangiitis,-23.125,-23.125
Homomerous,-23.75,-23.75
Sternothere,-23.25,-23.25
Helmsmen,-23.0,-23.0
Retinian,-23.125,-23.125
Ratafias,-23.125,-23.125
Paraphyllium,-23.0,-23.0
Individuum,-23.5,-23.5
Anagallis,-23.25,-23.25
Thenages,-22.0,-22.0
Fibrillar,-23.375,-23.375
Warren,-23.25,-23.25
Klutzier,-22.875,-22.875
Easels,-23.125,-23.125
Intrusive,-23.5,-23.5
Bronzitite,-23.125,-23.125
Planisphere,-23.0,-23.0
Paralaurionite,-22.875,-22.875
Blueth,-23.25,-23.25
Asperser,-23.125,-23.125
Leitmotiv,-23.5,-23.5
Indabas,-23.375,-23.375
Flexuosity,-23.125,-23.125
Valkyria,-22.625,-22.625
Subchelae,-23.375,-23.375
Corchorus,-23.5,-23.5
Ichthyophile,-22.75,-22.75
Invocatory,-23.625,-23.625
Suffer,-22.75,-22.75
Bullionism,-23.5,-23.5
Overindulge,-23.125,-23.125
Chalcomenite,-23.0,-23.0
Sandhill,-23.0,-23.0
Shakes,-22.625,-22.625
Preassigns,-23.5,-23.5
Predicate,-23.5,-23.5
Synopses,-23.25,-23.25
Nummulitidae,-23.0,-23.0
Rogues,-23.375,-23.375
Ornithologic,-23.375,-23.375
Sphygmophonic,-23.0,-23.0
Hammada,-23.0,-23.0
Hypnotizes,-23.375,-23.375
Ctenoplana,-22.75,-22.75
Coalitions,-23.5,-23.5
Allium,-23.125,-23.125
Destinal,-23.25,-23.25
Baleen,-22.625,-22.625
Steersmen,-23.125,-23.125
Unaccordance,-23.375,-23.375
Broacher,-23.25,-23.25
Heptite,-23.125,-23.125
Semianimal,-23.25,-23.25
Ruthenate,-23.375,-23.375
Apadana,-23.25,-23.25
Overmasterful,-23.25,-23.25
Africanize,-23.75,-23.75
Laminarian,-23.375,-23.375
Rivulariaceous,-23.25,-23.25
Schorlous,-23.75,-23.75
Revenuer,-23.625,-23.625
Windowlight,-23.0,-23.0
Siphonophora,-22.25,-22.25
Unsigmatic,-23.5,-23.5
Hardihood,-23.375,-23.375
Truthless,-23.375,-23.375
Protases,-23.375,-23.375
Catcalls,-22.875,-22.875
Ropeman,-23.125,-23.125
Redenial,-23.625,-23.625
Dermatodynia,-23.0,-23.0
Figeter,-23.25,-23.25
Burners,-23.125,-23.125
Henbill,-23.625,-23.625
Antileukemic,-23.25,-23.25
Fatalism,-23.5,-23.5
Herophilist,-22.875,-22.875
Shirker,-23.125,-23.125
Grizzlier,-22.875,-22.875
Democracy,-23.75,-23.75
Reford,-23.25,-23.25
Suggillate,-23.5,-23.5
Remain,-23.375,-23.375
Plumpy,-22.375,-22.375
Cantonments,-23.625,-23.625
Phytologist,-23.5,-23.5
Encarpa,-23.0,-23.0
Ploughfoot,-23.0,-23.0
Dextrogyre,-22.5,-22.5
Shrinelet,-23.125,-23.125
Leatherworker,-22.75,-22.75
Antisuffrage,-23.875,-23.875
Adjournal,-23.375,-23.375
Empyemata,-23.0,-23.0
Lilliputs,-22.75,-22.75
Bridoon,-22.875,-22.875
Adiaphorist,-23.25,-23.25
Furanoses,-23.25,-23.25
Conyger,-23.0,-23.0
Otogenous,-23.25,-23.25
Predicatory,-23.5,-23.5
Cubitus,-23.125,-23.125
Terrestrials,-23.125,-23.125
Kopophobia,-23.0,-23.0
Flatterer,-23.375,-23.375
Nitroso,-23.375,-23.375
Osteotrophy,-23.375,-23.375
Chorgi,-23.25,-23.25
Mercapto,-23.25,-23.25
Tachyon,-22.875,-22.875
Aircrafts,-23.0,-23.0
Meningitic,-22.875,-22.875
Enzootics,-23.5,-23.5
Recombines,-23.25,-23.25
Merwoman,-22.5,-22.5
Borocitrate,-23.25,-23.25
Mycetozoan,-22.625,-22.625
Hespel,-23.375,-23.375
Rejustify,-23.25,-23.25
Looney,-23.0,-23.0
Fahlunitte,-23.125,-23.125
Paramountship,-23.5,-23.5
Avarice,-23.25,-23.25
Unplant,-23.375,-23.375
Sawneb,-22.75,-22.75
Exonerates,-23.5,-23.5
Statistology,-23.625,-23.625
Capacious,-23.0,-23.0
Defassa,-23.0,-23.0
Tripedal,-23.125,-23.125
Goldie,-22.5,-22.5
Gumhar,-23.5,-23.5
Lumpsucker,-22.875,-22.875
Slipcoach,-23.25,-23.25
Isoteniscope,-22.875,-22.875
Bristles,-23.0,-23.0
Paracme,-23.375,-23.375
Ammonolitic,-23.0,-23.0
Reometer,-23.25,-23.25
Keymove,-23.625,-23.625
Adenotyphoid,-23.125,-23.125
Proctors,-23.0,-23.0
Camases,-23.0,-23.0
Marion,-23.0,-23.0
Jefferisite,-23.375,-23.375
Dryope,-22.75,-22.75
Membrana,-23.25,-23.25
Unitary,-23.375,-23.375
Sandwich,-22.875,-22.875
Goitre,-23.25,-23.25
Scatologies,-22.875,-22.875
Tantamount,-23.25,-23.25
Hydratropic,-23.375,-23.375
Iridoparalysis,-22.875,-22.875
Pinkoes,-23.0,-23.0
Improvability,-23.125,-23.125
Evasive,-23.375,-23.375
Analogues,-23.875,-23.875
Microrhopias,-22.875,-22.875
Malaxator,-23.5,-23.5
Superplus,-23.25,-23.25
Polypeptide,-23.375,-23.375
Rigaudons,-23.125,-23.125
Reptiliform,-23.375,-23.375
Alarbus,-22.75,-22.75
Ostensoria,-23.25,-23.25
Resplice,-23.375,-23.375
Ingrammaticism,-23.75,-23.75
Openbill,-23.125,-23.125
Stationers,-23.375,-23.375
Truckle,-23.0,-23.0
Overbusy,-23.25,-23.25
Areometric,-23.0,-23.0
Birostrate,-23.625,-23.625
Abecedaire,-23.25,-23.25
Clinkant,-22.875,-22.875
Exuberant,-23.0,-23.0
Mediosilicic,-23.125,-23.125
Tubiferous,-23.0,-23.0
Gynaecoid,-23.125,-23.125
Phaethon,-22.875,-22.875
Nonequestrian,-22.75,-22.75
Decalogue,-23.125,-23.125
Cutlash,-22.625,-22.625
Banknote,-23.0,-23.0
Miaplacidus,-23.25,-23.25
Topworks,-23.25,-23.25
Semichannel,-23.5,-23.5
Glyconic,-23.0,-23.0
Flogster,-23.375,-23.375
Townsman,-23.0,-23.0
Baroque,-23.25,-23.25
Promisers,-23.25,-23.25
Overscatter,-23.75,-23.75
Sprucy,-23.125,-23.125
Azotate,-23.25,-23.25
Recreancy,-23.125,-23.125
Ampelidae,-23.375,-23.375
Twizzle,-23.0,-23.0
Chinbone,-23.375,-23.375
Majordomos,-23.0,-23.0
Glabellum,-23.125,-23.125
Hohenzollern,-23.25,-23.25
Cyclohexyl,-22.875,-22.875
Symphenomenal,-23.25,-23.25
Xiraxara,-23.0,-23.0
Monerons,-23.5,-23.5
Protoblast,-23.5,-23.5
Clangour,-23.0,-23.0
Semicircular,-23.375,-23.375
Resenter,-23.5,-23.5
Proponents,-23.5,-23.5
Suberins,-23.0,-23.0
Fluminous,-23.0,-23.0
Superintender,-23.25,-23.25
Alienator,-23.75,-23.75
Antityphoid,-23.25,-23.25
Aefaldy,-23.125,-23.125
Bilious,-23.125,-23.125
Catteries,-23.125,-23.125
Rammiest,-23.375,-23.375
Halochromy,-23.25,-23.25
Nuttiest,-23.25,-23.25
Monokini,-22.875,-22.875
Bassoon,-22.875,-22.875
Scaphite,-23.375,-23.375
Bellehood,-22.625,-22.625
Utriculus,-23.0,-23.0
Vizardmonger,-23.125,-23.125
Superlain,-23.0,-23.0
Enschedule,-23.375,-23.375
Palingenist,-23.5,-23.5
Creator,-23.625,-23.625
Regalia,-23.0,-23.0
Mysidean,-23.375,-23.375
Withindoors,-23.25,-23.25
Surcrue,-23.25,-23.25
Violones,-23.5,-23.5
Conceives,-23.125,-23.125
Perspicuous,-23.625,-23.625
Sunderer,-22.875,-22.875
Quadrifrontal,-23.375,-23.375
Blasphemies,-23.5,-23.5
Superexistent,-23.25,-23.25
Adumbrant,-23.375,-23.375
Thorite,-22.75,-22.75
Orunchun,-23.125,-23.125
Multipinnate,-23.25,-23.25
Interstage,-23.5,-23.5
Octangle,-23.5,-23.5
Coregnant,-23.375,-23.375
Zeuglodontidae,-22.75,-22.75
Subdendroid,-23.5,-23.5
Etheostominae,-22.875,-22.875
Aquincubital,-23.25,-23.25
Gemmeous,-23.25,-23.25
Providore,-23.25,-23.25
Emolumental,-23.125,-23.125
Milliliters,-22.875,-22.875
Autodynes,-23.75,-23.75
Overwisdom,-23.625,-23.625
Insuavity,-23.625,-23.625
Hernias,-22.375,-22.375
Cesspipe,-23.25,-23.25
Acoasma,-23.375,-23.375
Agitato,-23.5,-23.5
Orality,-23.625,-23.625
Topographics,-23.25,-23.25
Sollar,-23.25,-23.25
Bugfish,-23.0,-23.0
Jerrid,-23.125,-23.125
Cyclas,-22.875,-22.875
Outswift,-23.0,-23.0
Bathrobes,-22.625,-22.625
Montpelier,-22.375,-22.375
Apophthegm,-23.0,-23.0
Langurs,-23.0,-23.0
Thallus,-22.875,-22.875
Beneventana,-23.25,-23.25
Pepperers,-22.875,-22.875
Dilantin,-22.75,-22.75
Sonships,-22.625,-22.625
Slapdashes,-23.0,-23.0
Stupefacient,-23.0,-23.0
Braehead,-23.0,-23.0
Aluminizes,-23.125,-23.125
Anitrogenous,-23.5,-23.5
Nyctitropism,-23.375,-23.375
Lyrics,-23.125,-23.125
Chrysomyia,-23.0,-23.0
Arborolater,-23.125,-23.125
Erodium,-22.625,-22.625
Planidorsate,-23.125,-23.125
Colonoscopy,-22.625,-22.625
Faller,-23.25,-23.25
Misfall,-23.25,-23.25
Nicodemus,-23.0,-23.0
Fortypenny,-23.125,-23.125
Cursor,-23.0,-23.0
Beclatter,-23.375,-23.375
Indole,-23.75,-23.75
Sphaerocarpus,-22.625,-22.625
Disnaturalize,-23.625,-23.625
Tableclothwise,-22.75,-22.75
Terminus,-22.75,-22.75
Nyctinasty,-23.0,-23.0
Eyeflap,-22.625,-22.625
Trichosporange,-22.75,-22.75
Sugarhouses,-23.125,-23.125
Munity,-23.375,-23.375
Phototropic,-23.125,-23.125
Churnstaff,-23.0,-23.0
Phaetons,-23.0,-23.0
Splittings,-23.125,-23.125
Praxiology,-23.375,-23.375
Nettlewort,-22.375,-22.375
Dibhole,-23.0,-23.0
Hyaenid,-23.125,-23.125
Hemocytoblast,-23.25,-23.25
Bibracteate,-23.125,-23.125
Sunberries,-23.0,-23.0
Gigartinaceous,-23.25,-23.25
Endocrines,-23.125,-23.125
Liberationist,-23.75,-23.75
Overmalapert,-23.375,-23.375
Dendric,-23.125,-23.125
Horologes,-23.25,-23.25
Endoconidia,-23.125,-23.125
Unloose,-23.375,-23.375
Phyllobranchia,-22.75,-22.75
Hundredths,-23.25,-23.25
Quizzism,-23.625,-23.625
Horsefight,-23.25,-23.25
Vaccinias,-22.625,-22.625
Enfume,-23.5,-23.5
Exorcista,-23.25,-23.25
Billycans,-22.875,-22.875
Boopic,-23.5,-23.5
Caligraphy,-23.125,-23.125
Stomatoplasty,-23.25,-23.25
Lucanidae,-23.25,-23.25
Goodyera,-23.125,-23.125
Antineutral,-23.5,-23.5
Botargo,-23.125,-23.125
Lakeland,-22.75,-22.75
Extraembryonal,-23.25,-23.25
Gigget,-23.125,-23.125
Titleboard,-23.375,-23.375
Anargyros,-23.5,-23.5
Labiovelar,-23.25,-23.25
Outimage,-23.5,-23.5
Susquehanna,-22.625,-22.625
Amphimictical,-23.125,-23.125
Nonstructure,-23.125,-23.125
Neglectful,-23.5,-23.5
Kinetogenic,-23.25,-23.25
Hamlah,-23.25,-23.25
Anaphrodisia,-22.75,-22.75
Fumarases,-22.875,-22.875
Nervine,-22.75,-22.75
Technological,-23.25,-23.25
Genevas,-22.875,-22.875
Confix,-23.25,-23.25
Sponsalia,-23.25,-23.25
Intermontane,-23.0,-23.0
Chippendale,-22.75,-22.75
Mittent,-23.375,-23.375
Erythrean,-22.375,-22.375
Obliquangular,-23.75,-23.75
Scopious,-23.375,-23.375
Polygonometry,-23.5,-23.5
Tortuous,-23.375,-23.375
Multispecies,-23.0,-23.0
Annexes,-23.125,-23.125
Frecklish,-23.0,-23.0
Gynecotelic,-22.875,-22.875
Provocant,-23.5,-23.5
Etiologue,-23.125,-23.125
Ostomatid,-23.375,-23.375
Amidol,-23.125,-23.125
Uranidin,-23.125,-23.125
Correctant,-23.5,-23.5
Ourebi,-23.5,-23.5
Camisia,-23.125,-23.125
Alexines,-22.75,-22.75
Onychophorous,-22.875,-22.875
Uninvertible,-23.125,-23.125
Supersensuous,-23.5,-23.5
Intonations,-23.375,-23.375
Gamasid,-23.25,-23.25
Martinist,-23.125,-23.125
Stomatic,-23.125,-23.125
Polytrichous,-23.0,-23.0
Afrite,-22.75,-22.75
Hydrocellulose,-22.75,-22.75
Belfry,-22.75,-22.75
Tribular,-23.0,-23.0
Cutbank,-22.75,-22.75
Abrogators,-23.75,-23.75
Superline,-23.375,-23.375
Broken,-23.0,-23.0
Paragraphia,-23.0,-23.0
Alcade,-23.375,-23.375
Ashkenazic,-23.375,-23.375
Serapea,-23.25,-23.25
Radiate,-23.625,-23.625
Nonpapal,-23.375,-23.375
Tonitrophobia,-23.125,-23.125
Cyclecars,-22.875,-22.875
Kalumpang,-23.125,-23.125
Abbotships,-22.875,-22.875
Magnelectric,-23.625,-23.625
Innersole,-23.0,-23.0
Trappings,-22.625,-22.625
Verificative,-23.5,-23.5
Contemns,-23.375,-23.375
Alibis,-23.25,-23.25
Enrive,-23.125,-23.125
Overemphasize,-22.875,-22.875
Succulency,-22.875,-22.875
Babbitt,-23.125,-23.125
Dompteuse,-23.125,-23.125
Flyaways,-23.0,-23.0
Seigniory,-23.5,-23.5
Tunland,-23.125,-23.125
Balushai,-23.125,-23.125
Preutilize,-23.75,-23.75
Crabbish,-23.125,-23.125
Anglic,-22.625,-22.625
Jinricksha,-23.0,-23.0
Endocytotic,-23.375,-23.375
Misprise,-23.25,-23.25
Ascidioida,-23.0,-23.0
Erecter,-23.125,-23.125
Praelabrum,-23.0,-23.0
Barramundies,-23.0,-23.0
Eurasiatic,-23.625,-23.625
Beansetter,-22.875,-22.875
Yowley,-22.875,-22.875
Superwrought,-23.25,-23.25
Telepheme,-23.5,-23.5
Externalist,-23.5,-23.5
Foreclosure,-23.125,-23.125
Girders,-23.25,-23.25
Intensive,-23.375,-23.375
Semisucculent,-23.25,-23.25
Cetonian,-22.875,-22.875
Protosalt,-23.125,-23.125
Megathermal,-23.125,-23.125
Kalymmocyte,-22.875,-22.875
Ordinaire,-23.125,-23.125
Disulphid,-23.5,-23.5
Geylies,-23.125,-23.125
Langspiel,-23.25,-23.25
Bementite,-23.375,-23.375
Swingdevil,-23.0,-23.0
Perpendicular,-23.125,-23.125
Parathesis,-23.5,-23.5
October,-23.375,-23.375
Eyeserver,-23.5,-23.5
Camphanic,-23.0,-23.0
Funiform,-23.0,-23.0
Roaches,-23.0,-23.0
Rhamninase,-23.375,-23.375
Elegies,-22.875,-22.875
Unchoke,-23.375,-23.375
Fibulas,-22.875,-22.875
Anallantoic,-22.75,-22.75
Invocant,-23.5,-23.5
Diluendo,-23.625,-23.625
Diapyetic,-23.0,-23.0
Tympanosis,-22.75,-22.75
Nontrader,-23.625,-23.625
Proximate,-23.25,-23.25
Nanoword,-23.5,-23.5
Cenotaph,-23.25,-23.25
Semidodecagon,-23.0,-23.0
Cibarian,-22.5,-22.5
Trendy,-23.125,-23.125
Hemolyze,-23.25,-23.25
Surgiest,-23.0,-23.0
Mannersome,-23.125,-23.125
Upraisal,-23.625,-23.625
Tragedians,-23.125,-23.125
Millclapper,-23.375,-23.375
Foggage,-23.125,-23.125
Biotypic,-23.5,-23.5
Wirephoto,-23.125,-23.125
Soybean,-23.5,-23.5
Improvisor,-22.875,-22.875
Apophylactic,-22.875,-22.875
Brachydactylia,-22.25,-22.25
Boccia,-23.125,-23.125
Factionistism,-23.75,-23.75
Pounces,-23.25,-23.25
Waterfowler,-23.0,-23.0
Querken,-23.375,-23.375
Marcottage,-22.75,-22.75
Spanioli,-23.25,-23.25
Concertinas,-22.875,-22.875
Duotriacontane,-22.875,-22.875
Cacodemonial,-23.125,-23.125
Rubbler,-23.0,-23.0
Ronsardist,-23.5,-23.5
Ketosis,-23.5,-23.5
Incrept,-23.5,-23.5
Aiglet,-23.25,-23.25
Dollmaker,-23.25,-23.25
Rhoecus,-23.125,-23.125
Heelwork,-23.625,-23.625
Portress,-23.25,-23.25
Alemannian,-23.375,-23.375
Hasheeshes,-23.625,-23.625
Jigaboos,-23.25,-23.25
Infract,-23.25,-23.25
Radioisotopic,-23.0,-23.0
Caraipe,-23.375,-23.375
Gyrinidae,-23.125,-23.125
Splice,-23.0,-23.0
Washwomen,-22.625,-22.625
Discounters,-23.375,-23.375
Potmen,-23.25,-23.25
Dadoxylon,-22.875,-22.875
Jetter,-23.125,-23.125
Skepful,-22.875,-22.875
Padishah,-23.375,-23.375
Heteroclite,-23.125,-23.125
Nonspurious,-23.25,-23.25
Peradventure,-23.0,-23.0
Monodonta,-22.75,-22.75
Mixible,-23.0,-23.0
Misoneism,-23.875,-23.875
Matricides,-23.375,-23.375
Imbroccata,-23.0,-23.0
Paulinist,-23.5,-23.5
Drostden,-22.625,-22.625
Madrier,-23.25,-23.25
